category,customer_state,orders,reviews,rating,low_rate,low_count,late_rate,late_count,deliveries,one_star,delivery_time,value,freight,merchandise,sellers,freight_burden,review_coverage,distance,local_sellers,orders_per_local_seller,demand_pressure,no_local_supply
Garden Tools,RS,228,228,4.206140350877193,10.964912280701753,25.0,5.263157894736842,12.0,228,21.0,16.693772589749837,39761.62,6604.91,33156.71,59,19.92028159609322,100.0,950.8640459258743,8,28.5,25.333333333333332,Observed local supply
Health Beauty,GO,206,206,4.160194174757281,12.62135922330097,26.0,9.223300970873787,19.0,206,20.0,15.519663565264294,32926.479999999996,4955.18,27971.3,93,17.71522953884875,100.0,864.5298235038913,8,25.75,22.88888888888889,Observed local supply
Computers Accessories,DF,133,133,3.9022556390977443,22.55639097744361,30.0,6.7669172932330826,9.0,133,22.0,13.28090469228627,27109.57,3256.13,23853.44,54,13.650567800702962,100.0,882.1295529529361,8,16.625,14.777777777777779,Observed local supply
Perfumery,SC,106,105,4.180952380952381,12.380952380952381,13.0,10.377358490566039,11.0,106,10.0,15.536315076869322,15782.64,1960.99,13821.65,40,14.187814045356378,99.05660377358491,603.643073080207,8,13.25,11.777777777777779,Observed local supply
Small Appliances,RJ,82,81,4.296296296296297,11.11111111111111,9.0,7.317073170731707,6.0,82,8.0,13.549719116982837,31221.61,2202.2,29019.41,46,7.588713898731918,98.78048780487805,540.5103875978704,8,10.25,9.11111111111111,Observed local supply
Fashion Underwear Beach,SP,52,52,4.4423076923076925,3.8461538461538463,2.0,5.769230769230769,3.0,52,1.0,9.235276219729345,4140.66,619.71,3520.95,7,17.600647552507137,100.0,251.5714880185606,8,6.5,5.777777777777778,Observed local supply
Fashion Male Clothing,SP,47,47,3.893617021276596,19.148936170212767,9.0,4.25531914893617,2.0,47,8.0,9.945340573286051,4875.26,679.78,4195.4800000000005,10,16.202675260041758,100.0,256.35091506283356,8,5.875,5.222222222222222,Observed local supply
Construction Tools Construction,PR,46,46,4.391304347826087,6.521739130434782,3.0,4.3478260869565215,2.0,46,3.0,10.46862620772947,10511.17,1310.35,9200.82,29,14.241665416778067,100.0,505.14271343946496,8,5.75,5.111111111111111,Observed local supply
Christmas Supplies,SP,44,44,4.204545454545454,6.8181818181818175,3.0,2.272727272727273,1.0,44,2.0,9.580320128367005,2795.03,651.05,2143.98,11,30.36642132855717,100.0,242.88410436390095,8,5.5,4.888888888888889,Observed local supply
Watches Gifts,PR,266,263,4.220532319391635,12.167300380228136,32.0,4.135338345864661,11.0,266,21.0,12.065236441798943,62382.6,5095.4,57287.2,36,8.894482537111257,98.87218045112782,485.6493888577822,9,29.555555555555557,26.6,Observed local supply
Fashion Bags Accessories,RJ,184,183,4.1256830601092895,15.846994535519126,29.0,9.239130434782608,17.0,184,24.0,13.527536231884058,19518.49,3261.69,16256.8,50,20.06354264061808,99.45652173913044,436.52270078482155,9,20.444444444444443,18.4,Observed local supply
Fashion Bags Accessories,PR,107,106,4.2924528301886795,8.49056603773585,9.0,5.607476635514018,6.0,107,7.0,11.53114399446175,9814.94,1908.56,7906.38,38,24.139492409927172,99.06542056074767,516.1581456088085,9,11.88888888888889,10.7,Observed local supply
Stationery,SC,82,81,4.469135802469136,8.641975308641975,7.0,6.097560975609756,5.0,82,4.0,16.05139100609756,10739.75,2081.7400000000002,8658.01,37,24.044093273165544,98.78048780487805,540.2905874669584,9,9.11111111111111,8.2,Observed local supply
Unknown,RS,79,79,4.0886075949367084,16.455696202531644,13.0,3.79746835443038,3.0,79,11.0,14.753049255743086,9936.65,2041.04,7895.61,39,25.850314288573017,100.0,827.6218276855078,9,8.777777777777779,7.9,Observed local supply
Cool Stuff,DF,77,77,4.0,14.285714285714285,11.0,5.194805194805195,4.0,77,8.0,12.934563492063493,13745.57,1649.58,12095.99,43,13.637412067966325,100.0,914.8759190734825,9,8.555555555555555,7.7,Observed local supply
Auto,GO,74,73,4.109589041095891,9.58904109589041,7.0,0.0,0.0,74,6.0,13.025638607357356,13489.130000000001,2179.87,11309.26,44,19.27508961682727,98.64864864864865,757.6316648400472,9,8.222222222222221,7.4,Observed local supply
Furniture Living Room,MG,42,41,4.2439024390243905,12.195121951219512,5.0,7.142857142857142,3.0,42,3.0,13.469410273368608,9254.11,1575.73,7678.38,15,20.52164649314048,97.61904761904762,455.1671377919647,9,4.666666666666667,4.2,Observed local supply
Garden Tools,RJ,530,529,3.8374291115311907,21.928166351606805,116.0,14.339622641509434,76.0,530,97.0,16.65909654524808,86611.79,15534.93,71076.86,93,21.85652264323438,99.81132075471699,535.3215532343163,10,53.0,48.18181818181818,Observed local supply
Electronics,MG,259,257,4.070038910505836,14.396887159533073,37.0,5.019305019305019,13.0,259,28.0,12.610878959316459,26270.44,5458.95,20811.49,63,26.230462114918247,99.22779922779922,586.07345051323,10,25.9,23.545454545454547,Observed local supply
Cool Stuff,RS,252,250,4.256,8.799999999999999,22.0,6.349206349206349,16.0,252,17.0,14.57039687132569,49851.0,5808.51,44042.49,70,13.188423270346433,99.2063492063492,824.3065660277695,10,25.2,22.90909090909091,Observed local supply
Fashion Bags Accessories,MG,242,240,4.3625,7.5,18.0,4.545454545454546,11.0,242,15.0,10.04743911654423,26974.49,3922.38,23052.11,46,17.015275391276546,99.17355371900827,449.1961004417745,10,24.2,22.0,Observed local supply
Telephony,PR,226,225,4.084444444444444,13.777777777777779,31.0,4.424778761061947,10.0,226,20.0,12.543544483366109,17264.41,3991.13,13273.279999999999,43,30.06890534969503,99.5575221238938,514.067472257688,10,22.6,20.545454545454547,Observed local supply
Luggage Accessories,MG,175,175,4.485714285714286,5.142857142857142,9.0,1.7142857142857144,3.0,175,6.0,8.626862367724868,27105.23,4453.57,22651.66,24,19.66111975899338,100.0,407.62332793293814,10,17.5,15.909090909090908,Observed local supply
Auto,RS,173,173,4.219653179190751,10.982658959537572,19.0,5.780346820809249,10.0,173,13.0,15.10505465906658,30124.71,4383.54,25741.170000000002,76,17.029295871166696,100.0,887.1369596497789,10,17.3,15.727272727272727,Observed local supply
Small Appliances,MG,59,58,4.051724137931035,18.96551724137931,11.0,5.084745762711865,3.0,59,9.0,11.593799827369743,18638.05,1494.86,17143.19,37,8.719847356297166,98.30508474576271,540.2816144146288,10,5.9,5.363636363636363,Observed local supply
Cool Stuff,RJ,483,476,3.9705882352941178,18.907563025210084,90.0,11.180124223602485,54.0,483,66.0,14.882922968905758,91169.28,11144.98,80024.3,105,13.926994675367357,98.55072463768116,469.24890592789524,11,43.90909090909091,40.25,Observed local supply
Furniture Decor,RS,438,437,4.020594965675057,16.018306636155607,70.0,6.8493150684931505,30.0,438,53.0,15.93092185650262,66414.12,12639.22,53774.9,113,23.50393957031998,99.77168949771689,848.1467548001787,11,39.81818181818182,36.5,Observed local supply
Unknown,RJ,190,184,3.8315217391304346,23.91304347826087,44.0,9.473684210526317,18.0,190,34.0,15.056427753411306,26431.31,3705.13,22726.18,86,16.303355865350007,96.84210526315789,355.9606891556611,11,17.272727272727273,15.833333333333334,Observed local supply
Electronics,PR,166,164,4.134146341463414,10.975609756097562,18.0,3.0120481927710845,5.0,166,13.0,12.077240420013387,11896.64,2719.53,9177.11,38,29.633838975450878,98.79518072289157,414.9063379804219,11,15.090909090909092,13.833333333333334,Observed local supply
Furniture Bedroom,SP,44,44,4.386363636363637,9.090909090909092,4.0,6.8181818181818175,3.0,44,3.0,10.989889783249158,11734.21,1788.1499999999999,9946.06,17,17.978475898999204,100.0,469.48521965549224,11,4.0,3.6666666666666665,Observed local supply
Small Appliances Home Oven And Coffee,SP,32,32,4.25,9.375,3.0,3.125,1.0,32,2.0,7.656293402777778,17255.74,970.34,16285.4,11,5.958343055743182,100.0,261.05694264338604,11,2.909090909090909,2.6666666666666665,Observed local supply
Bed Bath Table,MG,1120,1107,3.9141824751580847,16.621499548328817,184.0,6.607142857142858,74.0,1120,139.0,13.445878110532409,156483.1,27722.61,128760.49,99,21.53037006926581,98.83928571428571,534.3330021626688,12,93.33333333333333,86.15384615384616,Observed local supply
Watches Gifts,RJ,789,781,3.8706786171574903,20.742637644046095,162.0,13.814955640050696,109.0,789,131.0,14.93827588837253,188264.84,13369.83,174895.01,58,7.644489113783178,98.98605830164766,442.8033363504098,12,65.75,60.69230769230769,Observed local supply
Bed Bath Table,PR,398,395,3.9974683544303797,16.962025316455694,67.0,3.2663316582914574,13.0,398,48.0,12.7150406546622,54851.87,9455.2,45396.67,68,20.827959407595316,99.2462311557789,424.1763408953776,12,33.166666666666664,30.615384615384617,Observed local supply
Computers Accessories,RS,386,386,4.189119170984456,11.917098445595855,46.0,4.922279792746114,19.0,386,33.0,15.105958309345615,61844.0,9463.96,52380.04,98,18.06787470952676,100.0,853.0809460884041,12,32.166666666666664,29.692307692307693,Observed local supply
Baby,RJ,334,329,3.817629179331307,21.88449848024316,72.0,15.868263473053892,53.0,334,60.0,16.7433415114216,49279.65,8163.94,41115.71,104,19.85601124241804,98.50299401197604,511.79436705832853,12,27.833333333333332,25.692307692307693,Observed local supply
Bed Bath Table,SC,268,265,3.939622641509434,17.735849056603772,47.0,11.194029850746269,30.0,268,38.0,15.686805814676616,37362.68,6473.56,30889.12,68,20.957411541669043,98.88059701492537,557.8600049715207,12,22.333333333333332,20.615384615384617,Observed local supply
Toys,SC,113,113,4.371681415929204,7.964601769911504,9.0,5.3097345132743365,6.0,113,9.0,12.607042465585055,17937.62,2374.27,15563.35,61,15.25552018042388,100.0,507.4335205682385,12,9.416666666666666,8.692307692307692,Observed local supply
Construction Tools Construction,MG,98,98,4.1020408163265305,15.306122448979592,15.0,5.1020408163265305,5.0,98,12.0,11.25368468915344,20302.74,2572.05,17730.69,37,14.506203650280955,100.0,524.9993847883418,12,8.166666666666666,7.538461538461538,Observed local supply
Baby,SC,97,95,4.08421052631579,15.789473684210526,15.0,6.185567010309279,6.0,97,10.0,13.715493031691485,19880.41,3001.94,16878.47,50,17.785616824273763,97.9381443298969,531.1193988513039,12,8.083333333333334,7.461538461538462,Observed local supply
Unknown,SC,59,59,3.7796610169491527,20.33898305084746,12.0,15.254237288135593,9.0,59,9.0,16.72200329566855,8037.54,1055.8799999999999,6981.66,26,15.12362389460386,100.0,549.0159141752051,12,4.916666666666667,4.538461538461538,Observed local supply
Computers Accessories,RJ,835,825,3.9357575757575756,19.636363636363637,162.0,12.335329341317365,103.0,835,137.0,16.085424567531604,137748.45,20668.59,117079.86,136,17.653411953174526,98.80239520958084,593.4904405543755,13,64.23076923076923,59.642857142857146,Observed local supply
Furniture Decor,RJ,828,820,3.8121951219512193,21.829268292682926,179.0,12.198067632850242,101.0,828,145.0,16.41628124161299,118576.1,23037.56,95538.54000000001,164,24.113368280486597,99.03381642512078,496.2132703394447,13,63.69230769230769,59.142857142857146,Observed local supply
Computers Accessories,SC,260,257,4.070038910505836,14.007782101167315,36.0,10.76923076923077,28.0,260,31.0,16.48348717948718,42087.14,6028.71,36058.43,71,16.719280345816497,98.84615384615384,676.2868041807463,13,20.0,18.571428571428573,Observed local supply
Home Confort,SP,181,180,3.9444444444444446,18.333333333333332,33.0,6.629834254143646,12.0,181,23.0,9.754759821976673,30196.73,3246.89,26949.84,16,12.047900840969742,99.4475138121547,237.2885829087706,13,13.923076923076923,12.928571428571429,Observed local supply
Industry Commerce And Business,SP,115,115,4.304347826086956,7.82608695652174,9.0,3.508771929824561,4.0,114,6.0,6.879600694444444,21368.05,2847.35,18520.7,20,15.373878957058857,100.0,175.55723997636233,13,8.846153846153847,8.214285714285714,Observed local supply
Perfumery,RJ,403,399,4.147869674185464,15.037593984962406,60.0,8.436724565756824,34.0,403,46.0,12.187191721808658,59661.42,6669.06,52992.36,83,12.584946207340078,99.0074441687345,377.3882149062787,14,28.785714285714285,26.866666666666667,Observed local supply
Pet Shop,MG,222,222,4.301801801801802,11.26126126126126,25.0,5.405405405405405,12.0,222,20.0,10.705663475975976,37347.840000000004,5360.5,31987.34,66,16.758192459891944,100.0,496.6757615594996,14,15.857142857142858,14.8,Observed local supply
Sports Leisure,RS,414,413,4.319612590799031,9.200968523002421,38.0,6.2953995157385,26.0,413,33.0,14.764867977087258,60880.92,9415.2,51465.72,150,18.29411888146129,99.7584541062802,798.696256379803,15,27.6,25.875,Observed local supply
Auto,RJ,402,396,4.0732323232323235,15.151515151515152,60.0,10.199004975124378,41.0,402,50.0,14.444983214713469,74119.64,9719.13,64400.51,137,15.091697255192543,98.50746268656717,489.57719108771886,16,25.125,23.647058823529413,Observed local supply
Cool Stuff,PR,202,200,4.41,6.5,13.0,1.9801980198019802,4.0,202,8.0,11.612008159149248,41956.4,4504.08,37452.32,77,12.026170875395703,99.00990099009901,513.001913517048,16,12.625,11.882352941176471,Observed local supply
Costruction Tools Tools,SP,32,31,4.645161290322581,3.225806451612903,1.0,3.125,1.0,32,1.0,9.407574508101852,7313.04,526.79,6786.25,15,7.76260821514091,96.875,316.95499314797894,16,2.0,1.8823529411764706,Observed local supply
Garden Tools,SC,145,145,4.2,11.724137931034482,17.0,6.896551724137931,10.0,145,14.0,15.60848283844189,27963.5,4184.16,23779.34,37,17.59577852034581,100.0,649.4148759466125,17,8.529411764705882,8.055555555555555,Observed local supply
Perfumery,PR,138,138,4.384057971014493,7.246376811594203,10.0,6.521739130434782,9.0,138,8.0,12.36629092860977,18277.77,2444.45,15833.32,54,15.438644579911223,100.0,548.0045922905965,17,8.117647058823529,7.666666666666667,Observed local supply
Stationery,PR,119,119,4.495798319327731,7.563025210084033,9.0,1.680672268907563,2.0,119,6.0,12.940070222533457,13588.77,2535.68,11053.09,48,22.940915164899586,100.0,520.7751544410029,17,7.0,6.611111111111111,Observed local supply
Costruction Tools Garden,SP,79,79,4.443037974683544,7.59493670886076,6.0,2.5316455696202533,2.0,79,4.0,8.864786245897797,9142.0,1693.06,7448.94,20,22.72887149044025,100.0,310.8375167909456,17,4.647058823529412,4.388888888888889,Observed local supply
Housewares,RJ,717,714,4.035014005602241,16.106442577030812,115.0,8.228730822873082,59.0,717,83.0,13.72336205059662,93028.83,18948.41,74080.42,206,25.578162218842714,99.581589958159,459.0802080787567,18,39.833333333333336,37.73684210526316,Observed local supply
Health Beauty,SC,282,280,4.2178571428571425,12.142857142857142,34.0,7.092198581560284,20.0,282,29.0,14.559511015891779,45482.25,6221.52,39260.73,119,15.846674272230802,99.29078014184397,698.1542241331787,18,15.666666666666666,14.842105263157896,Observed local supply
Furniture Decor,SC,271,269,4.070631970260223,14.869888475836431,40.0,12.177121771217712,33.0,271,26.0,15.94149779622796,39776.03,7914.89,31861.14,87,24.841829262857516,99.2619926199262,537.5562547971424,18,15.055555555555555,14.263157894736842,Observed local supply
Books Technical,SP,108,108,4.527777777777778,6.481481481481481,7.0,6.481481481481481,7.0,108,5.0,6.5277085476680385,8419.7,1249.91,7169.79,18,17.43300710341586,100.0,126.25539151881736,18,6.0,5.684210526315789,Observed local supply
Art,SP,91,90,3.9,20.0,18.0,10.989010989010989,10.0,91,12.0,8.101681166056165,16009.73,1396.69,14613.04,21,9.557833277675282,98.9010989010989,149.79587652818756,18,5.055555555555555,4.7894736842105265,Observed local supply
Housewares,RS,345,343,4.139941690962099,12.82798833819242,44.0,6.3768115942028984,22.0,345,33.0,14.322830750134191,48127.42,9761.47,38365.95,128,25.443055626147665,99.42028985507247,772.0627767955993,19,18.157894736842106,17.25,Observed local supply
Baby,MG,340,339,4.005899705014749,16.224188790560472,55.0,6.764705882352941,23.0,340,45.0,12.386360328159041,56088.44,8578.31,47510.13,101,18.055749373870373,99.70588235294117,515.7908571022406,19,17.894736842105264,17.0,Observed local supply
Cool Stuff,SC,148,147,4.006802721088436,16.3265306122449,24.0,8.108108108108109,12.0,148,16.0,14.57753104667167,31860.28,3361.48,28498.8,48,11.79516330512162,99.32432432432432,530.4678429895639,19,7.7894736842105265,7.4,Observed local supply
Pet Shop,PR,80,80,4.3125,8.75,7.0,5.0,4.0,80,6.0,12.723625144675925,9811.29,1602.05,8209.24,36,19.515204817985587,100.0,508.6719646535354,19,4.2105263157894735,4.0,Observed local supply
Office Furniture,SP,504,499,3.6813627254509016,20.240480961923847,101.0,7.738095238095238,39.0,504,78.0,15.65523138962375,124517.06,17809.1,106707.96,23,16.68957030009757,99.0079365079365,129.47835432545506,20,25.2,24.0,Observed local supply
Cool Stuff,MG,429,428,4.252336448598131,10.046728971962617,43.0,4.195804195804196,18.0,429,36.0,11.436857517482517,79873.57,9972.83,69900.74,104,14.267130791462293,99.76689976689977,574.2885992137722,20,21.45,20.428571428571427,Observed local supply
Stationery,MG,239,239,4.297071129707113,9.205020920502092,22.0,3.3472803347280333,8.0,239,16.0,11.044375096854177,29197.2,4690.5,24506.7,66,19.13966384702959,100.0,484.20888576133734,20,11.95,11.380952380952381,Observed local supply
Drinks,SP,163,163,4.263803680981595,9.815950920245399,16.0,6.134969325153374,10.0,163,14.0,6.721665530561236,11225.41,2347.24,8878.17,25,26.43833132278386,100.0,153.60609679865692,20,8.15,7.761904761904762,Observed local supply
Agro Industry And Commerce,SP,84,84,4.166666666666667,11.904761904761903,10.0,0.0,0.0,84,7.0,7.990709738756614,27761.26,1896.71,25864.55,21,7.333241831000346,100.0,216.29446446942586,20,4.2,4.0,Observed local supply
Auto,SC,160,159,4.081761006289308,13.836477987421384,22.0,6.25,10.0,160,16.0,14.127773799189814,31593.24,4503.25,27089.99,85,16.623298864266836,99.375,568.2917164006537,21,7.619047619047619,7.2727272727272725,Observed local supply
Construction Tools Safety,SP,54,54,4.185185185185185,12.962962962962962,7.0,1.8518518518518516,1.0,54,6.0,7.412285022290809,15026.46,927.89,14098.57,13,6.581447621992869,100.0,315.2598119956106,21,2.5714285714285716,2.4545454545454546,Observed local supply
Toys,RJ,538,532,4.120300751879699,16.165413533834585,86.0,10.966542750929369,59.0,538,64.0,13.731605547810823,82781.74,10127.7,72654.04000000001,127,13.939624004391222,98.88475836431226,392.57449982988584,22,24.454545454545453,23.391304347826086,Observed local supply
Toys,MG,452,450,4.328888888888889,10.0,45.0,5.3097345132743365,24.0,452,34.0,11.40437266982137,66616.0,9535.6,57080.4,113,16.705559176179566,99.5575221238938,497.9622760573353,22,20.545454545454547,19.652173913043477,Observed local supply
Toys,PR,198,196,4.346938775510204,9.183673469387756,18.0,4.545454545454546,9.0,198,10.0,11.04473315329218,27097.44,3870.23,23227.21,76,16.662483354651723,98.98989898989899,463.52248741984806,22,9.0,8.608695652173912,Observed local supply
Unknown,PR,71,71,4.225352112676056,9.859154929577464,7.0,2.8169014084507045,2.0,71,7.0,12.843028984089724,9634.039999999999,1314.81,8319.23,35,15.804467480764444,100.0,538.2760905361082,22,3.227272727272727,3.0869565217391304,Observed local supply
Computers Accessories,MG,862,858,4.041958041958042,14.56876456876457,125.0,4.988399071925754,43.0,862,93.0,12.518528870735585,127121.59,18043.21,109078.38,136,16.541508958970603,99.53596287703016,572.241884290238,23,37.47826086956522,35.916666666666664,Observed local supply
Garden Tools,MG,483,480,4.266666666666667,10.0,48.0,3.3126293995859215,16.0,483,33.0,12.093782661414002,72631.35,12767.73,59863.62,75,21.328028609028323,99.37888198757764,500.06989153265016,23,21.0,20.125,Observed local supply
Health Beauty,RS,389,389,4.151670951156812,13.624678663239074,53.0,6.683804627249357,26.0,389,43.0,15.078060524373987,59391.07,8794.88,50596.19,140,17.382494610760215,100.0,991.6909549339424,24,16.208333333333332,15.56,Observed local supply
Garden Tools,PR,172,172,4.424418604651163,7.55813953488372,13.0,2.9069767441860463,5.0,172,10.0,13.536698831826014,25559.55,4950.6,20608.95,42,24.021602265035337,100.0,557.9696903493883,25,6.88,6.615384615384615,Observed local supply
Construction Tools Lights,SP,109,109,4.275229357798165,6.422018348623854,7.0,4.587155963302752,5.0,109,4.0,6.519289627930683,20324.37,2430.21,17894.16,20,13.581023082391127,100.0,131.76950912677188,25,4.36,4.1923076923076925,Observed local supply
Furniture Living Room,SP,159,157,4.057324840764331,14.64968152866242,23.0,5.031446540880504,8.0,159,13.0,11.618774822385278,28054.66,5471.42,22583.24,37,24.227790166512865,98.74213836477988,300.7353316206117,26,6.115384615384615,5.888888888888889,Observed local supply
Kitchen Dining Laundry Garden Furniture,SP,118,117,4.17948717948718,10.256410256410255,12.0,2.5423728813559325,3.0,118,9.0,9.34749803829253,28110.88,4749.01,23361.87,37,20.328038808537162,99.15254237288136,266.44092657385113,26,4.538461538461538,4.37037037037037,Observed local supply
Food Drink,SP,107,107,4.616822429906542,0.9345794392523363,1.0,0.0,0.0,107,1.0,7.785634735202492,8043.79,1772.43,6271.36,25,28.262290794979084,100.0,384.5007457788231,26,4.115384615384615,3.962962962962963,Observed local supply
Home Appliances 2,SP,86,86,4.162790697674419,12.790697674418606,11.0,3.488372093023256,3.0,86,8.0,10.511255114125754,35648.5,3363.63,32284.87,26,10.418595459730827,100.0,341.55790376208927,26,3.3076923076923075,3.185185185185185,Observed local supply
Housewares,SC,218,217,4.092165898617512,13.36405529953917,29.0,9.174311926605505,20.0,218,23.0,14.07935471882433,32767.96,6093.4,26674.56,107,22.843488327455074,99.54128440366972,543.4522760177285,27,8.074074074074074,7.785714285714286,Observed local supply
Audio,SP,138,137,4.08029197080292,15.328467153284672,21.0,5.072463768115942,7.0,138,14.0,8.251181561996779,19088.4,1569.81,17518.59,25,8.960823901923613,99.27536231884058,152.4583537164286,27,5.111111111111111,4.928571428571429,Observed local supply
Air Conditioning,SP,114,112,4.196428571428571,12.5,14.0,2.631578947368421,3.0,114,10.0,9.886299037524367,24992.06,2633.92,22358.14,36,11.780586399405319,98.24561403508773,317.44684547464374,27,4.222222222222222,4.071428571428571,Observed local supply
Baby,PR,149,147,4.285714285714286,11.564625850340136,17.0,3.3557046979865772,5.0,149,10.0,11.484660856326125,24803.84,3549.29,21254.55,68,16.698965633240885,98.65771812080537,488.8459056934002,29,5.137931034482759,4.966666666666667,Observed local supply
Health Beauty,MG,990,985,4.306598984771574,9.847715736040609,97.0,4.242424242424243,42.0,990,77.0,11.370690177235316,175007.52,20683.37,154324.15,207,13.402549114963536,99.4949494949495,566.2000888162648,30,33.0,31.93548387096774,Observed local supply
Sports Leisure,RJ,899,891,3.9450056116722783,18.967452300785634,169.0,13.904338153503893,125.0,899,146.0,15.584461116775842,140636.59,20381.58,120255.01,228,16.94863274303499,99.11012235817574,511.9211036603665,30,29.966666666666665,29.0,Observed local supply
Sports Leisure,MG,850,848,4.273584905660377,9.669811320754718,82.0,3.6470588235294117,31.0,850,62.0,11.62567512254902,129923.1,19973.29,109949.81,209,18.165824934122217,99.76470588235294,555.1203015668989,31,27.419354838709676,26.5625,Observed local supply
Sports Leisure,SC,309,307,4.244299674267101,12.052117263843648,37.0,4.854368932038835,15.0,309,31.0,13.76921652133525,48776.71,7197.68,41579.03,129,17.31084154680857,99.35275080906149,529.864632885393,31,9.96774193548387,9.65625,Observed local supply
Books General Interest,SP,211,210,4.533333333333333,6.190476190476191,13.0,5.714285714285714,12.0,210,10.0,8.59777700617284,22100.09,2902.14,19197.95,41,15.116926546844844,99.5260663507109,265.1443582694465,32,6.59375,6.393939393939394,Observed local supply
Unknown,MG,170,169,4.27810650887574,10.059171597633137,17.0,2.941176470588235,5.0,170,12.0,11.505708197167756,21148.6,3162.86,17985.739999999998,78,17.58537597007407,99.41176470588235,475.7919693834698,32,5.3125,5.151515151515151,Observed local supply
Fixed Telephony,SP,95,95,4.021052631578947,14.736842105263156,14.0,4.2105263157894735,4.0,95,12.0,9.1983272417154,14408.45,1418.52,12989.93,33,10.92015122483339,100.0,247.8530410160996,32,2.96875,2.878787878787879,Observed local supply
Auto,PR,203,203,4.142857142857143,12.807881773399016,26.0,4.926108374384237,10.0,203,18.0,12.749605284163474,32431.8,5583.7,26848.100000000002,82,20.79737486079089,100.0,503.5158726496125,33,6.151515151515151,5.970588235294118,Observed local supply
Signaling And Security,SP,64,64,4.09375,14.0625,9.0,4.6875,3.0,64,8.0,8.040564055266204,9616.210000000001,1720.98,7895.23,25,21.79771836919254,100.0,142.34573997850387,33,1.9393939393939394,1.8823529411764706,Observed local supply
Musical Instruments,SP,247,245,4.302040816326531,10.204081632653061,25.0,4.4534412955465585,11.0,247,18.0,8.668809604138552,72822.6,5197.19,67625.41,43,7.685262093050525,99.19028340080972,245.01445281912973,34,7.264705882352941,7.057142857142857,Observed local supply
Auto,MG,461,459,4.169934640522876,11.76470588235294,54.0,6.073752711496746,28.0,461,43.0,12.057267388728208,82675.1,11160.95,71514.15,141,15.606631694566742,99.56616052060737,534.2037648155605,36,12.805555555555555,12.45945945945946,Observed local supply
Home Appliances,SP,339,337,4.308605341246291,10.385756676557865,35.0,4.424778761061947,15.0,339,24.0,7.6803664099202456,38379.49,4770.69,33608.8,34,14.19476446644926,99.41002949852508,181.3393756760513,36,9.416666666666666,9.162162162162161,Observed local supply
Computers Accessories,PR,333,332,4.078313253012048,14.759036144578314,49.0,3.6036036036036037,12.0,333,39.0,11.790322301468136,50360.28,6873.94,43486.340000000004,92,15.807124720084511,99.69969969969969,590.5314315173399,36,9.25,9.0,Observed local supply
Market Place,SP,103,103,4.009708737864078,14.563106796116504,15.0,3.8834951456310676,4.0,103,11.0,8.502915880079108,11231.789999999999,1464.06,9767.73,43,14.988743546351097,100.0,190.70093897773327,36,2.861111111111111,2.7837837837837838,Observed local supply
Health Beauty,RJ,939,931,4.165413533834586,13.533834586466165,126.0,8.945686900958465,84.0,939,97.0,12.969201758667614,159004.81,18768.46,140236.35,216,13.383448727808444,99.14802981895633,503.3977081188995,37,25.37837837837838,24.710526315789473,Observed local supply
Furniture Decor,MG,715,707,4.173974540311174,12.871287128712872,91.0,3.6363636363636362,26.0,715,65.0,12.507914448976948,97289.99,19705.08,77584.91,153,25.398083209737564,98.88111888111888,549.5381454833346,40,17.875,17.4390243902439,Observed local supply
Food,SP,244,242,4.367768595041323,8.677685950413224,21.0,5.737704918032787,14.0,244,17.0,6.121412321645416,18249.02,2959.2,15289.82,44,19.35405387375391,99.18032786885246,206.93448295245696,41,5.951219512195122,5.809523809523809,Observed local supply
Luggage Accessories,SP,416,415,4.455421686746988,6.024096385542169,25.0,2.1634615384615383,9.0,416,17.0,8.03796034766738,66865.72,10188.71,56677.01,54,17.97679517673921,99.75961538461539,231.36424513808709,43,9.674418604651162,9.454545454545455,Observed local supply
Furniture Decor,PR,393,393,4.0458015267175576,16.28498727735369,64.0,4.325699745547073,17.0,393,46.0,11.71863602629347,60672.31,11470.2,49202.11,109,23.312414853753225,100.0,436.6897077901286,43,9.13953488372093,8.931818181818182,Observed local supply
Home Construction,SP,200,200,3.985,18.0,36.0,5.0,10.0,200,21.0,10.160509375,37145.28,3990.55,33154.73,49,12.03614084626839,100.0,211.88168320243275,47,4.25531914893617,4.166666666666667,Observed local supply
Housewares,MG,685,681,4.192364170337739,12.187958883994126,83.0,3.64963503649635,25.0,685,59.0,11.139845988780753,93036.08,18125.28,74910.8,194,24.195816891556355,99.41605839416059,510.7993741323094,48,14.270833333333334,13.979591836734693,Observed local supply
Health Beauty,PR,375,373,4.335120643431635,9.383378016085791,35.0,4.266666666666667,16.0,375,27.0,11.318293209876543,61327.48,7597.25,53730.23,134,14.139619353946559,99.46666666666667,540.1333007706852,50,7.5,7.352941176470588,Observed local supply
Housewares,PR,282,282,4.156028368794326,12.056737588652481,34.0,2.8368794326241136,8.0,282,26.0,11.627970720055162,38616.98,7454.37,31162.61,137,23.920878257629894,100.0,465.97995546888677,50,5.64,5.529411764705882,Observed local supply
Fashion Bags Accessories,SP,761,757,4.321003963011889,8.3223249669749,63.0,3.0223390275952693,23.0,761,46.0,7.414645781622622,65487.98,9388.48,56099.5,75,16.735407623953865,99.47437582128778,220.73750137488298,53,14.358490566037736,14.092592592592593,Observed local supply
